Location,County,Library Type,Geographic Code,Interlibrary Relationship code,Legal Basis Code,CLSA System Library,Street Address,City,Zip,Zip +4,Public Phone Number - Administration,Reference Phone Number,Library's Web Address,ILL Period # of weeks,ILL Photocopy free up to 10 pages?,Copy Fee,Size Square Mile,Population of The Legal Service Area,Population of Children Ages Under 5,Population of Children Ages 5-14,Population Age 0-14,Population Over 14 Years,Registered Users as of June 30,Children Borrowers,# of Central Libraries,# of Branch Libraries,# of Bookmobiles,# of Stations,Total # of Outlets,Total # of Service Points,Library Visits,"Hours Open, All Outlets",FTE Volunteers,Total persons employed,FTE Special Professionals,# of Librarian FTEs,FTE All other paid staff,FTE Other,FTE Library Technical Assistants,# of ALA MLS Librarian FTEs,Staff FTE,Total Operating Income,Local Government Income,State Income,Federal Income,Capital Outlay Income from Local Sources,Capital Outlay Income from State  Sources,Capital Outlay Income from Federal Sources,Capital Outlay Income from Other Sources,Total Capital Outlay Income,Other Operating Income,Literacy Income,Total Operating Expenditures,Total Collection Expenditures,Print Materials Expenditures,Print Serial Subscription Expenditures,Electronic Materials Expenditures,Other Materials Expenditures,Total Print Materials Expenditures,Salary & Wages Expenditures,Employee Benefits Expenditures,Total Staff Expenditures,Total Capital Expenditures,All Other Operating Expenditures,Operating Expenditures on Preservation,Expenditures on Children's Materials,Expenditures on Adult Literacy Programs,Books Children Held,Books Young Adult Held,Government Documents,Children's Audio Materials,# of Physical Audio Materials in Collection,Children's Video Materials,# of Physical Video Materials in Collection,# of Current Serial Subscriptions,Book Titles Added,# of Electronic Books in Collection,# of Electronic Collections in Collection,Total Print Materials Held,# of Downloadable Audio Materials in Collection,# of Downloadable Video Materials in Collection,# of Electronic Collections through Local and Other Funding in Collection,Children's Books Added,Books Added,Library Materials in Electronic Format,Number of Adult Books Held,Total Print Materials Held,Total Collection,Circulation of Childrens Materials,Circulation of Non English Materials,Circulation of Electronic Materials,Total Circulation,ILL loans to others,ILL loans received,Reference Questions,Total # of Programs,# of Children's Programs,# of Young Adult Programs,Young Adult Program Attendance,Children's Program Attendance,Total Program Attendance,# of Pre School Programs,Pre-School Program Attendance,# of School Aged Programs,School Aged Program Attendance,# of Adult Programs,Adult Program Attendance,Beginning Salary for Director,Final Salary for Director,Beginning Salary for Assistant Director,Final Salary for Assistant Director,Beginning Salary for Chief Library Division,Final Salary for Chief Library Division,Beginning Salary for Branch Librarian,Final Salary for Branch Librarian,Beginning Salary for Entry Level Librarian,Final Salary for Entry Level Librarian,Beginning Salary for Journeyman Librarian,Final Salary for Journeyman Librarian,Beginning Salary for Library Tech Assistant,Final Salary for Library Tech Assistant,Beginning Salary for Manager of Special Library Service (non-MLS),Final Salary for Manager of Special Library Service (non-MLS),Beginning Salary for Clerk,Final Salary for Clerk,Library Utilizes CA Teleconnect Fund,Library Utilizes the E-Rate Program,CIPA Compliant,Annual Uses of Public Internet Computers,# of Internet Terminals,Virtual Visits to the library website,Library use RFID,FSCS ID,Fiscal Year
STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY,San Joaquin,Municipal Library,County/Parish (most nearly),Member of a Federation or Cooperative,City/County,49-99 Cooperative Library System,605 N. EL DORADO ST.,STOCKTON,95202,1999,(209) 937-8362,(209) 937-8221,http://www.ssjcpl.org,3,No,,"1,409.00","682,810","51,307","113,594","164,901","517,909","190,049","36,140",1,12,1,1,14,15,"773,374","23,339",6,158,3,22,45,25,17,21,67,"$9,815,377 ","$9,360,508 ","$33,462 ",$0 ,"$741,039 ",$0 ,$0 ,$0 ,"$741,039 ","$421,407 ","$33,462 ","$11,725,539 ","$1,073,500 ","$601,100 ","$58,900 ","$302,000 ","$111,500 ","$660,000 ","$4,157,216 ","$1,892,425 ","$6,049,641 ","$490,585 ","$4,602,398 ",$0 ,"$288,600 ","$189,408 ","287,805","45,392","3,450","6,521","28,454","10,910","42,163",718,"28,029","2,718",51,"718,393","1,254",0,51,"19,203","40,061","2,718","385,196","721,843","795,947","722,309","26,594","57,702","1,341,025","10,352","16,010","140,784","3,439","2,407",418,"3,364","72,148","83,066",725,"29,573","1,682","42,575",614,"7,554","$11,649 ","$14,866 ","$8,490 ","$10,899 ","$5,406 ","$6,941 ","$4,988 ","$6,404 ","$4,084 ","$5,244 ",,,"$3,213 ","$4,778 ","$6,973 ","$8,953 ","$2,882 ","$4,076 ",Yes,Yes,Yes,"150,695",217,"524,675",No,CA0142,16-17
SUNNYVALE PUBLIC LIBRARY,Santa Clara,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Pacific Library Partnership,665 W. OLIVE AVE.,SUNNYVALE,94086,7622,(408) 730-7314,(408) 730-7300,http://www.sunnyvalelibrary.org,3,No,,25,"149,831","12,886","17,080","29,966","119,865","133,055","8,289",1,0,0,0,1,1,"683,739","3,292",1.06,89,1,19.44,32.04,31.04,0,18.44,51.48,"$8,781,795 ","$8,528,599 ","$3,360 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$249,836 ",,"$8,781,795 ","$853,291 ","$424,474 ","$16,920 ","$270,699 ","$141,198 ","$441,394 ","$2,740,638 ","$2,250,357 ","$4,990,995 ",$0 ,"$2,937,509 ",$0 ,"$235,781 ",$0 ,"107,758","8,978","24,910","3,573","14,625","6,284","30,309",227,"22,143","294,255",47,"245,296","301,407","15,229",47,"22,068","34,503","294,255","128,560","270,206","609,669","1,182,012","131,469","97,333","2,176,346","9,079","18,883","95,602",988,487,127,"3,526","38,850","53,657",363,"31,325",124,"7,525",374,"11,281","$14,542 ","$17,108 ","$9,978 ","$11,739 ",$0 ,$0 ,"$8,245 ","$9,701 ",,,"$5,505 ","$7,026 ","$4,489 ","$5,729 ","$7,070 ","$8,318 ","$5,397 ","$6,888 ",No,Yes,No,"77,208",55,"206,770",Yes,CA0143,16-17
SUTTER COUNTY LIBRARY,Sutter,County Library General Fund,County/Parish (exactly),Member of a Federation or Cooperative,County/Parish,NorthNet Library System,750 FORBES AVE.,YUBA CITY,95991,3891,(530) 822-7137,-1,http://www.co.sutter.ca.us/doc/government/depts/library/library,4,Yes,,681,"96,956","7,158","25,969","33,127","63,829","45,083","12,033",1,0,0,3,4,4,"510,003","4,136",6,15,3,1,11,1,7,1,12,"$1,403,327 ","$1,011,163 ","$39,482 ","$243,515 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$109,167 ","$34,482 ","$1,403,329 ","$59,084 ","$45,824 ","$5,327 ","$5,293 ","$2,640 ","$51,151 ","$655,857 ","$345,250 ","$1,001,107 ",$0 ,"$343,138 ",$940 ,"$23,214 ","$217,421 ","38,336","3,951",73,62,"1,001",611,"3,779",89,"4,958","5,412",4,"113,427","2,617",0,4,"1,376","5,204","5,412","71,140","113,500","123,785","135,840",782,"5,236","301,257","36,174","43,093","3,065","1,698",308,185,"1,628","18,800","60,548",180,"10,130",128,"8,670","1,205","40,120","$6,707 ","$9,504 ",,,,,,,,,"$4,046 ","$4,273 ","$3,298 ","$4,779 ","$4,046 ","$4,273 ","$2,374 ","$3,434 ",Yes,Yes,Yes,"113,959",48,"29,154",Yes,CA0144,16-17
TEHAMA COUNTY LIBRARY,Tehama,County Library General Fund,County/Parish (exactly),Member of a Federation or Cooperative,County/Parish,NorthNet Library System,645 MADISON ST.,RED BLUFF,96080,3383,(530) 527-0604,(530) 527-0604,http://www.tehamacountylibrary.org,6,Yes,,"2,951.00","63,995","3,836","8,951","12,787","51,208","16,431","3,521",1,0,0,2,3,3,"97,668","2,874",3,8,1,3,4,2,1,1,7,"$577,657 ","$565,657 ","$12,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,"$465,599 ","$13,683 ","$9,683 ",$250 ,"$1,500 ","$2,250 ","$9,933 ","$277,882 ","$174,034 ","$451,916 ",$0 ,$0 ,$0 ,$0 ,$0 ,"20,543","2,735",20,114,"2,322",667,"2,442",50,"2,958","75,742",2,"155,545","2,101",0,2,853,"2,958","75,742","132,267","155,565","236,123","43,213",656,"2,890","158,268",90,267,"3,312",266,188,6,120,"5,638","8,152",142,"3,352",46,"2,286",72,"2,394","$5,843 ","$7,172 ",,,,,,,,,,,"$2,941 ","$3,581 ",,,"$2,030 ","$2,354 ",Yes,Yes,Yes,"8,284",21,"41,015",No,CA0145,16-17
THOUSAND OAKS LIBRARY,Ventura,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Southern California Library Cooperative,1401 E. JANSS RD.,THOUSAND OAKS,91362,2199,(805) 449-2660,(805) 449-7912,http://www.tolibrary.org,4,Yes,,56,"131,457","6,718","17,379","24,097","107,360","142,377","10,380",1,1,0,0,2,2,"827,695","5,309",10.43,113,2,18.63,47.63,38.13,7.5,18.63,66.26,"$7,868,733 ","$7,694,501 ","$12,000 ",$0 ,"$814,825 ",$0 ,$0 ,$0 ,"$814,825 ","$162,232 ",,"$6,313,192 ","$726,888 ","$309,562 ","$89,046 ","$280,128 ","$48,152 ","$398,608 ","$3,264,876 ","$1,383,423 ","$4,648,299 ","$814,825 ","$938,005 ","$5,146 ","$215,813 ","$1,500 ","145,979","15,413",0,"3,691","18,069","7,672","34,429",395,"8,632","16,873",116,"343,814","7,281","3,050",116,"10,647","19,355","16,873","182,422","343,814","413,696","415,676","11,623","63,251","855,929",318,378,"69,512",660,346,14,784,"23,770","30,554",207,"13,264",139,"10,506",300,"6,000","$10,197 ","$15,296 ","$9,050 ","$13,575 ","$7,417 ","$11,125 ","$5,448 ","$8,172 ","$4,898 ","$7,347 ","$4,898 ","$7,347 ","$3,892 ","$5,216 ",$0 ,$0 ,"$3,188 ","$4,273 ",Yes,Yes,Yes,"100,531",73,"1,378,400",Yes,CA0169,16-17
TORRANCE PUBLIC LIBRARY,Los Angeles,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Southern California Library Cooperative,3301 TORRANCE BLVD.,TORRANCE,90503,5059,(310) 618-5950,(310) 781-7599,http://www.Library.TorranceCA.gov,3,Yes,,21,"147,101","8,028","17,057","25,085","122,016","124,595","10,254",1,0,0,5,6,6,"690,104","13,980",15,110,0,22,51,25,26,21,73,"$7,802,827 ","$7,674,827 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$128,000 ",,"$7,802,826 ","$591,000 ","$325,000 ","$68,000 ","$90,000 ","$108,000 ","$393,000 ","$5,841,567 ",($1),"$5,841,566 ",$0 ,"$1,370,260 ",$400 ,"$115,000 ","$1,500 ","162,627","16,781",0,"5,734","32,279","10,028","37,755",602,"12,585","3,799",15,"367,150",587,0,15,"13,011","17,633","3,799","187,742","367,150","441,600","676,082","44,914","14,438","1,306,187",423,461,"124,654","1,019",675,82,942,"32,836","39,544",408,"15,726",267,"17,110",262,"5,766","$11,699 ","$12,931 ","$8,833 ","$10,102 ",$0 ,$0 ,"$5,570 ","$7,150 ","$4,574 ","$5,993 ",$0 ,$0 ,"$3,752 ","$4,915 ",$0 ,$0 ,"$3,176 ","$4,031 ",Yes,No,No,"86,957",80,"545,735",No,CA0146,16-17
TRINITY COUNTY FREE LIBRARY,Trinity,County Library General Fund,County/Parish (exactly),Member of a Federation or Cooperative,County/Parish,NorthNet Library System,351 MAIN ST.,WEAVERVILLE,96093,1226,(530) 623-1373,(530) 623-1373,http://library.trinitycounty.org,4,Yes,,"3,222.60","13,628",,,0,"13,628","5,870","1,024",1,0,0,2,3,3,"29,775","2,006",1.25,6,0,1,2.05,2.05,0,1,3.05,"$330,075 ","$325,850 ","$4,225 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,"$319,794 ",$928 ,$0 ,$52 ,$876 ,$0 ,$52 ,"$126,394 ","$108,289 ","$234,683 ",$0 ,"$84,183 ",$0 ,$0 ,$0 ,"10,319",969,,186,"1,813",379,"4,694",42,"1,644","4,622",2,"36,824","2,267",0,2,324,"1,644","4,622","25,536","36,824","47,997","7,142",0,"1,356","34,328",53,263,,52,52,0,0,798,798,49,714,3,84,0,0,"$7,387 ","$6,077 ",,,,,,,,,,,,,,,"$2,701 ","$2,701 ",Yes,Yes,Yes,-1,14,,No,CA0147,16-17
TULARE COUNTY FREE LIBRARY,Tulare,County Library with Dedicated Tax,County/Parish (most nearly),Member of a Federation or Cooperative,County/Parish,San Joaquin Valley Library System,200 W. OAK AVE.,VISALIA,93291,4993,(559) 713-2720,(559) 713-2703,http://www.tularecountylibrary.org,4,Yes,,"4,824.30","347,273","29,171","77,483","106,654","240,619","57,751","11,665",1,3,0,13,17,17,"306,592","23,972",6.02,50,1,10,35.8,28.8,6,9,45.8,"$4,229,902 ","$4,080,225 ","$60,271 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$89,406 ","$60,271 ","$4,229,902 ","$338,550 ","$198,775 ","$22,399 ","$56,699 ","$60,677 ","$221,174 ","$1,610,734 ","$551,301 ","$2,162,035 ",$0 ,"$1,729,317 ",$0 ,"$72,000 ","$319,849 ","111,078","14,154",0,"2,190","6,255","3,421","11,151",133,"8,217","19,502",41,"285,453","3,531",0,41,"5,954","14,160","19,502","160,221","285,453","322,535","229,187","11,179","39,016","626,711","49,378","67,600","45,084","3,017","2,591",133,741,"28,731","32,263",745,"8,349","1,846","20,382",293,"2,791","$8,311 ","$12,970 ","$6,176 ","$9,264 ","$4,855 ","$5,917 ","$3,769 ","$4,594 ","$3,088 ","$3,764 ","$3,514 ","$4,732 ","$3,088 ","$4,824 ","$4,750 ","$5,789 ","$2,055 ","$3,361 ",Yes,Yes,Yes,"54,646",93,"590,700",No,CA0148,16-17
TULARE PUBLIC LIBRARY,Tulare,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",San Joaquin Valley Library System,475 NORTH M STREET,TULARE,93274,3857,(559) 685-4505,(559) 685-4503,http://www.tularepubliclibrary.org,4,Yes,,16,"64,661","5,579","10,940","16,519","48,142","29,307","8,030",1,0,0,0,1,1,"155,689","2,169",6.25,16,0,4,11,5,6,2,15,"$1,345,150 ","$1,325,350 ",$0 ,"$8,800 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$11,000 ",,"$1,187,011 ","$78,642 ","$27,616 ","$7,377 ","$21,704 ","$21,945 ","$34,993 ","$447,937 ","$283,118 ","$731,055 ",$0 ,"$377,314 ",$0 ,"$15,445 ",$0 ,"22,731","4,867",0,389,"9,798","1,681","6,776",93,"2,162","7,316",29,"103,542","1,629",131,29,"1,066",,"7,316","75,944","103,542","127,554","61,955","3,546","8,333","210,834","22,615","18,171","42,350",666,288,58,"1,115","6,903","14,563",101,"1,365",187,"5,538",320,"6,545","$6,103 ","$7,418 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$4,156 ","$5,052 ","$3,066 ","$3,727 ",$0 ,$0 ,"$2,803 ","$3,407 ",Yes,Yes,Yes,"28,807",30,"70,394",Yes,CA0149,16-17
TUOLUMNE COUNTY LIBRARY,Tuolumne,County Library General Fund,County/Parish (exactly),Member of a Federation or Cooperative,County/Parish,49-99 Cooperative Library System,480 GREENLEY RD.,SONORA,95370,5956,(209) 533-5507,(209) 694-2722,http://www.tuolumnecounty.ca.gov/library,4,Yes,,"2,217.00","54,707","2,421","6,564","8,985","45,722","33,400","4,459",1,0,1,3,4,5,"162,866","5,523",4.19,19,1,2,9.75,0.75,8,2,11.75,"$1,105,513 ","$1,039,378 ","$25,092 ",$0 ,"$4,364 ",$0 ,$0 ,$0 ,"$4,364 ","$41,043 ","$25,092 ","$1,105,513 ","$90,731 ","$56,878 ","$12,877 ","$15,209 ","$5,767 ","$69,755 ","$518,234 ","$348,831 ","$867,065 ",$0 ,"$147,717 ",$0 ,"$13,580 ","$65,973 ","25,448","3,424",0,377,"2,580",440,"2,961",224,"2,817","1,777",6,"79,593",0,0,6,"1,719","4,720","1,777","50,721","79,593","87,141","41,829",199,"4,921","152,316",641,689,"6,181",629,498,0,0,"10,738","11,707",395,"8,409",103,"2,329",131,969,,,,,"$4,352 ","$5,312 ",,,"$3,324 ","$4,058 ","$3,673 ","$4,484 ","$2,934 ","$3,582 ","$4,099 ","$5,004 ","$2,404 ","$3,242 ",Yes,Yes,Yes,"26,732",28,"16,803",No,CA0150,16-17
UPLAND PUBLIC LIBRARY,San Bernardino,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Inland Library System,450 N. EUCLID AVE,UPLAND,91786,4732,(909) 931-4200,(909) 931-4205,http://www.uplandpl.lib.ca.us/#Library,3,Yes,,15,"76,790","4,754","7,005","11,759","65,031","71,333","18,781",1,0,0,0,1,1,"250,458","2,608",8,19,2,4,14,12,0,4,18,"$1,185,000 ","$1,156,000 ","$29,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$27,068 ","$1,123,500 ","$123,500 ","$80,100 ","$2,000 ","$41,400 ",$0 ,"$82,100 ",$0 ,$0 ,$0 ,$0 ,"$1,000,000 ",$0 ,"$14,000 ","$30,000 ","35,894","5,720",,992,"6,304","1,051","2,969",45,"3,739","9,937",10,"93,246","5,378",262,10,"2,621","6,686","9,937","51,632","93,246","112,511","88,960","2,847","5,971","169,047",0,0,"8,264",472,248,72,"1,309","6,633","10,993",149,"3,990",99,"2,643",152,"3,051",($1),($1),($1),($1),($1),($1),($1),($1),($1),($1),($1),($1),($1),($1),($1),($1),($1),($1),Yes,Yes,Yes,"29,050",19,,No,CA0151,16-17
VENTURA COUNTY LIBRARY,Ventura,County Library with Dedicated Tax,County/Parish (most nearly),Member of a Federation or Cooperative,County/Parish,Southern California Library Cooperative,5600 EVERGLADES ST. SUITE A,VENTURA,93003,6591,(805) 677-7150,N/A,http://www.vencolibrary.org,3,Yes,,"1,809.00","253,743","15,478","44,405","59,883","193,860","313,697","93,602",0,4,0,8,12,12,"701,546","21,164",4.54,76,12.74,14,46.88,8.86,25.28,14,60.88,"$8,127,260 ","$7,118,067 ","$191,803 ","$70,048 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$747,342 ","$49,279 ","$8,238,681 ","$747,179 ","$347,402 ","$25,249 ","$289,262 ","$85,266 ","$372,651 ","$3,358,650 ","$1,675,612 ","$5,034,262 ","$69,066 ","$2,457,240 ",$0 ,"$149,384 ","$367,686 ","135,341","22,338",434,"1,885","13,292","9,400","22,823",329,"16,911","176,747",46,"384,554","39,248","65,856",46,"7,541","4,887","176,747","226,875","384,988","598,225","262,573","9,358","583,188","1,154,355",468,863,"80,245","4,935","4,015",151,"1,260","61,662","69,446",950,"22,859","3,065","38,803",769,"6,524","$13,011 ","$14,731 ","$7,420 ","$10,388 ","$5,212 ","$7,297 ","$4,832 ","$6,763 ","$4,074 ","$5,701 ","$4,504 ","$6,304 ","$2,670 ","$3,731 ","$5,616 ","$7,863 ",$0 ,$0 ,Yes,Yes,No,"61,471",103,"1,593,453",Yes,CA0152,16-17
VERNON PUBLIC LIBRARY,Los Angeles,Municipal Library,"Municipal Government (city, town or village) (exactly)",Not a Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Non-affiliated,4305 SANTA FE AVE.,VERNON,90058,805,(323) 583-8811,-1,,,,,5,209,,,0,209,,,1,0,,0,1,1,,0,,,,,0,,,,0,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,,,,,,,,,,0,,,,,,,0,0,0,0,,,,0,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,CA0162,16-17
VICTORVILLE CITY LIBRARY,San Bernardino,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Inland Library System,15011 CIRCLE DRIVE,VICTORVILLE,92395,3914,(760) 245-4222,(760) 245-4222,http://www.victorvilleca.gov/Site/CityDepartments2.aspx?id=148,3,No," 10 cents per page b/w, 50 cents per page color",74,"123,565",,,0,"123,565","51,812","2,949",1,0,0,0,1,1,"204,099","3,100",6,14,0,1,9,9,0,1,10,"$715,999 ","$675,999 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$40,000 ",,"$677,395 ","$105,292 ","$76,970 ","$3,596 ","$14,187 ","$10,539 ","$80,566 ","$388,360 ","$55,886 ","$444,246 ",$0 ,"$127,857 ",$0 ,"$25,000 ",$0 ,"21,642","5,682",,595,"4,562","1,332","6,776",25,,0,11,"64,242","4,535",0,11,"1,185","3,694",0,"36,918","64,242","75,616","74,809","2,832","1,599","141,886","17,876","22,881","7,400",331,210,30,704,"7,709","9,402",154,"6,459",56,"1,250",91,989,,,,,"$5,451 ","$6,626 ",,,,,,,"$2,572 ","$2,572 ",,,,,No,No,No,"55,871",33,,No,CA0207,16-17
WATSONVILLE PUBLIC LIBRARY,Santa Cruz,Municipal Library,"Municipal Government (city, town or village) (most nearly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Pacific Library Partnership,"275 MAIN ST., SUITE 100",WATSONVILLE,95076,4695,(831) 768-3406,(831) 768-3404,http://www.watsonvillelibrary.org,4,Yes,,6,"53,334",,,,"53,334","64,328","22,422",1,1,0,0,2,2,"553,234","7,280",40,55,1,10,26,21,4,10,36,"$3,384,204 ","$3,328,100 ","$38,883 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$17,221 ","$38,883 ","$3,238,231 ","$196,000 ","$125,000 ","$20,000 ","$31,000 ","$20,000 ","$145,000 ","$1,922,546 ","$971,685 ","$2,894,231 ",$0 ,"$148,000 ",$0 ,"$29,000 ","$201,633 ","42,428","9,967",,535,"7,102",-1,"4,822",126,,648,39,"131,422",395,76,39,"2,324",,648,"79,027","131,422","144,159","138,348","41,557","11,247","265,369",671,"1,733","61,422","1,178",516,78,"1,833","7,842","10,951",245,"3,622",271,"4,220",68,"1,276","$7,138 ","$9,566 ",,,"$4,521 ","$6,211 ","$3,603 ","$4,898 ",,,"$3,483 ","$4,677 ",,,"$3,814 ","$5,112 ","$2,387 ","$3,199 ",No,No,No,"123,458",66,,No,CA0153,16-17
WHITTIER PUBLIC LIBRARY,Los Angeles,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Southern California Library Cooperative,7344 S. WASHINGTON AVE.,WHITTIER,90602,1778,(562) 567-9920,(562) 567-9946,www.cityofwhittier.org,3,No,0.15,13,"87,708","5,687","11,962","17,649","70,059","141,982","18,458",1,1,1,0,2,3,"580,027","5,119",5,73,2,13,31.5,28.5,1,13,44.5,"$4,023,249 ","$3,555,796 ",$0 ,"$44,096 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$423,357 ",,"$3,555,796 ","$271,083 ","$132,088 ","$29,449 ","$81,027 ","$28,519 ","$161,537 ","$2,056,909 ","$560,296 ","$2,617,205 ",$0 ,"$667,508 ",$600 ,"$43,860 ",$0 ,"100,805","12,120","1,250",903,"15,116",937,"10,811",325,"7,069","1,425",24,"266,809",459,0,24,"3,417","8,840","1,425","153,884","268,059","295,760","176,074","5,690","4,553","311,295",76,11,"194,994","1,286","1,162",29,215,"42,599","46,449",699,"20,046",463,"22,553",95,"3,635","$9,785 ","$12,231 ","$7,123 ","$9,259 ","$6,783 ","$8,818 ","$5,012 ","$6,515 ","$4,326 ","$5,521 ","$4,755 ","$6,069 ","$3,508 ","$4,477 ","$5,161 ","$6,709 ","$2,976 ","$3,798 ",Yes,Yes,Yes,"27,566",106,"20,403",No,CA0154,16-17
WILLOWS PUBLIC LIBRARY,Glenn,Municipal Library,"Municipal Government (city, town or village) (most nearly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",NorthNet Library System,201 N. LASSEN ST.,WILLOWS,95988,2794,(530) 934-5156,(530) 934-5156,http://www.cityofwillows.org,5,Yes,,657,"13,553","1,004","1,585","2,589","10,964","11,662","2,865",1,0,0,2,3,3,"26,583","2,704",0.5,9,0,0.5,5.5,4.5,1,0.5,6,"$299,285 ","$259,062 ","$40,223 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$34,984 ","$252,019 ","$12,141 ","$10,790 ",$388 ,$963 ,$0 ,"$11,178 ","$97,836 ","$49,028 ","$146,864 ",$0 ,"$93,014 ",$0 ,"$2,300 ",$0 ,"16,313","3,473",0,39,544,226,"1,511",16,"1,860","5,412",0,"54,080","2,617",0,0,542,"1,877","5,412","34,294","54,080","61,563","8,022",108,739,"23,698",48,118,,86,85,0,0,"1,623","1,629",49,784,36,839,1,6,"$5,949 ","$5,871 ",,,,,,,,,,,"$2,616 ","$2,746 ",,,"$1,792 ","$1,882 ",No,No,Yes,"6,023",21,,No,CA0155,16-17
WOODLAND PUBLIC LIBRARY,Yolo,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",NorthNet Library System,250 FIRST ST.,WOODLAND,95695,3411,(530) 661-5980,(530) 661-5980,http://www.cityofwoodland.org/library,6,Yes,,8,"59,616","4,710","11,685","16,395","43,221","25,540","6,478",1,0,0,0,1,1,"189,428","2,498",7.09,30,1,5.1,9.31,4.54,3.77,5.1,14.41,"$2,053,452 ","$1,887,670 ","$58,677 ","$27,000 ","$564,274 ",$0 ,$0 ,$0 ,"$564,274 ","$80,105 ","$57,677 ","$1,956,471 ","$158,247 ","$98,021 ","$5,717 ","$30,361 ","$24,148 ","$103,738 ","$695,236 ","$439,945 ","$1,135,181 ","$636,217 ","$663,043 ",$0 ,"$28,343 ","$48,377 ","33,924","4,074",962,999,"3,925","2,624","8,547",95,"4,927","6,329",16,"84,848","2,831",0,16,"2,023","6,412","6,329","46,850","85,810","104,722","134,974","10,793","6,134","282,211","46,007","24,155",,"1,055",736,147,"3,320","23,577","29,259",371,"7,927",365,"15,650",172,"2,362","$6,802 ","$8,732 ","$5,282 ","$6,420 ",,,,,"$4,335 ","$5,269 ","$4,785 ","$5,816 ","$3,066 ","$3,727 ","$3,830 ","$4,655 ","$2,778 ","$3,377 ",No,No,No,"9,333",18,"48,401",No,CA0156,16-17
YOLO COUNTY LIBRARY,Yolo,County Library with Dedicated Tax,County/Parish (most nearly),Member of a Federation or Cooperative,County/Parish,NorthNet Library System,226 BUCKEYE ST.,WOODLAND,95695,2600,(530) 666-8005,(530) 757-5593,http://www.yolocountylibrary.org,6,Yes,,"1,023.50","159,280","9,238","18,795","28,033","131,247","89,701","11,701",0,2,0,5,7,7,"784,032","13,453",8.6,139,3,17.13,39.46,9.72,26.74,17.13,56.59,"$7,171,049 ","$6,285,906 ","$24,847 ","$8,050 ","$250,000 ","$15,000 ",$0 ,$11 ,"$265,011 ","$852,246 ","$24,847 ","$6,371,013 ","$582,657 ","$359,365 ","$23,266 ","$136,072 ","$63,954 ","$382,631 ","$2,692,256 ","$1,451,120 ","$4,143,376 ","$247,330 ","$1,644,980 ","$5,794 ","$167,362 ","$24,068 ","125,134","27,740",0,"4,826","20,647","8,489","30,200",318,"9,489","7,217",6,"364,306","3,031",41,6,"9,752","21,275","7,217","211,432","364,306","422,694","424,710","52,875","78,869","1,198,800","7,849","10,929","100,060","3,026","1,968",329,"5,924","51,319","66,433",999,"26,079",969,"25,240",729,"9,190","$9,617 ","$12,281 ","$6,942 ","$8,865 ","$5,619 ","$7,176 ","$5,000 ","$6,385 ","$3,596 ","$4,592 ","$4,432 ","$5,659 ","$2,705 ","$3,454 ","$6,286 ","$8,029 ","$3,213 ","$4,103 ",Yes,Yes,No,"124,227",120,"252,468",No,CA0157,16-17
