FiscalYear,Location,County,LibraryType,GeographicCode,InterlibraryRelationshipcode,LegalBasisCode,CLSASystemLibrary,StreetAddress,City,Zip,Zip4,LibrarysWebAddress,PopulationofTheLegalServiceArea,RegisteredUsersasofJune30,ChildrenBorrowers,NumofCentralLibraries,NumofBranchLibraries,NumofBookmobiles,NumofOutlets,LibraryVisits,HoursOpenAllOutlets,Totalpersonsemployed,NumofLibrarianFTEs,FTEAllotherpaidstaff,NumofALAMLSLibrarianFTEs,TotalOperatingIncome,LocalGovernmentIncome,StateIncome,FederalIncome,CapitalOutlayIncomefromLocalSources,CapitalOutlayIncomefromStateSources,CapitalOutlayIncomefromFederalSources,CapitalOutlayIncomefromOtherSources,TotalCapitalOutlayIncome,OtherOperatingIncome,TotalOperatingExpenditures,TotalCollectionExpenditures,PrintMaterialsExpenditures,PrintSerialSubscriptionExpenditures,ElectronicMaterialsExpenditures,OtherMaterialsExpenditures,TotalPrintMaterialsExpenditures,SalaryWagesExpenditures,EmployeeBenefitsExpenditures,TotalStaffExpenditures,TotalCapitalExpenditures,AllOtherOperatingExpenditures,BooksChildrenHeld,BooksYoungAdultHeld,NumofPhysicalAudioMaterials,NumofPhysicalVideoMaterials,NumofCurrentSerialSubscriptions,NumofElectronicBooks,NumofElectronicCollections,TotalPrintMaterialsHeld,NumofDownloadableAudioMaterials,NumofDownloadableVideoMaterials,CirculationofNonEnglishMaterials,CirculationofElectronicMaterials,ILLloanstoothers,ILLloansreceived,ReferenceQuestions,NumofPrograms,NumofYoungAdultPrograms,YoungAdultProgramAttendance,ChildrensProgramAttendance,TotalProgramAttendance,NumofAdultPrograms,AdultProgramAttendance,CIPACompliant,AnnualUsesofPublicInternetComputers,NumofInternetTerminals,Websitevisits,FSCSID,NumofChildrensPrograms
20-21,SIERRA MADRE PUBLIC LIBRARY,Los Angeles,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Southern California Library Cooperative,440 W. SIERRA MADRE BLVD.,SIERRA MADRE,91024,2399,www.cityofsierramadre.com/services/library,"10,655","8,787","1,641",1,0,0,1,"10,198",427,12,3.45,4.77,3.45,"$421,599 ","$352,318 ","$4,992 ","$11,622 ","$37,313 ",$0 ,$0 ,"$16,868 ","$54,181 ","$52,667 ","$475,780 ","$65,411 ","$26,905 ","$6,876 ","$18,661 ","$12,969 ","$33,781 ","$271,623 ","$83,734 ","$355,357 ","$54,181 ","$55,012 ","16,994","1,617","2,396","3,306",72,"26,956",11,"41,212","11,584",297,494,"10,128",0,0,"4,837",404,18,109,"3,615","4,205",71,311,No,579,5,-1,CA0134,296
20-21,SIGNAL HILL PUBLIC LIBRARY,Los Angeles,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Southern California Library Cooperative,1780 EAST HILL ST.,SIGNAL HILL,90755,3632,http://www.cityofsignalhill.org/library,"11,617","2,310","1,183",1,0,0,1,0,0,12,1,1,1,"$374,602 ","$372,602 ",$0 ,"$2,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$372,602 ","$21,205 ","$19,200 ",$0 ,"$2,005 ",$0 ,"$19,200 ","$226,550 ","$90,456 ","$317,006 ",$0 ,"$34,391 ","6,696","1,494",666,"2,328",52,"8,333",2,"20,402","4,391",30,132,"3,259",152,10,"2,156",19,2,10,6,100,12,84,Yes,0,23,"7,251",CA0166,5
20-21,SIMI VALLEY PUBLIC LIBRARY,Ventura,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Southern California Library Cooperative,2969 TAPO CANYON RD,SIMI VALLEY,93063,2117,www.simivalleylibrary.org,"124,468","34,382","4,439",1,0,0,1,"25,552",798,20,4,12.5,4,"$2,326,442 ","$2,294,696 ","$4,894 ","$7,827 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$19,025 ","$2,225,975 ","$214,285 ","$98,913 ","$2,695 ","$112,677 ",$0 ,"$101,608 ","$772,428 ","$325,705 ","$1,098,133 ",$0 ,"$913,557 ","48,030","11,208","3,156","10,725",34,"594,737",11,"114,837","423,707","21,488","1,363","67,609","12,182","30,171","4,845",180,32,128,"2,445","3,730",96,"1,157",Yes,"1,163",28,"90,780",CA0211,52
20-21,SISKIYOU COUNTY FREE LIBRARY,Siskiyou,County Library General Fund,County/Parish (exactly),Member of a Federation or Cooperative,County/Parish,NorthNet Library System,719 FOURTH ST.,YREKA,96097,3302,http://www.siskiyoulibrary.info,"44,330","8,713","1,863",1,11,0,12,-1,"3,115",4,2,2,2,"$731,392 ","$467,773 ","$115,158 ","$130,563 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$17,898 ","$600,687 ","$40,720 ","$16,992 ",$0 ,"$15,614 ","$8,114 ","$16,992 ","$205,532 ","$146,022 ","$351,554 ",$0 ,"$208,413 ","25,359","3,072","4,470","12,322",343,"41,628",4,"83,360","18,337",299,38,"20,216",0,1,-1,0,0,0,0,0,0,0,Yes,"1,981",63,-1,CA0135,0
20-21,SOLANO COUNTY LIBRARY,Solano,County Library with Dedicated Tax,County/Parish (most nearly),Member of a Federation or Cooperative,Multi-jurisdictional,NorthNet Library System,1150 KENTUCKY ST.,FAIRFIELD,94533,9988,http://solanolibrary.com/,"411,416","152,535","55,267",0,9,0,9,"306,870","20,062",271,40.63,79.8,40.63,"$25,487,796 ","$24,924,419 ","$107,929 ","$236,621 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$218,827 ","$20,342,152 ","$1,495,252 ","$478,220 ","$52,456 ","$784,370 ","$180,206 ","$530,676 ","$8,091,025 ","$5,063,633 ","$13,154,658 ","$329,804 ","$5,692,242 ","161,767","27,413","37,277","79,635",634,"10,019",22,"354,184","6,399",0,"11,201","266,666","7,907","1,729","39,667",647,159,"1,513","11,628","14,894",73,"1,753",No,"35,485",224,"631,079",CA0136,415
20-21,SONOMA COUNTY LIBRARY,Sonoma,Joint Powers Authority,County/Parish (exactly),Member of a Federation or Cooperative,Multi-jurisdictional,NorthNet Library System,6135 STATE FARM DR.,ROHNERT PARK,94928,2147,http://sonomalibrary.org,"484,207","261,847","149,701",1,14,0,15,"56,144","2,617",230,74.5,122.97,74.5,"$37,536,089 ","$36,895,389 ","$196,310 ","$21,355 ","$1,100,489 ",$0 ,$0 ,"$1,298,877 ","$2,399,366 ","$423,035 ","$29,061,497 ","$3,033,266 ","$583,502 ","$126,574 ","$1,756,857 ","$566,333 ","$710,076 ","$13,028,345 ","$6,638,542 ","$19,666,887 ","$2,399,366 ","$6,361,344 ","255,103","34,358","28,678","64,828",918,"313,999",105,"654,425","171,688","99,153","29,563","1,002,892","96,010","133,033",-1,"1,890",555,"10,211","25,900","43,976",710,"7,865",No,"5,729",360,"2,354,865",CA0137,625
20-21,SOUTH PASADENA PUBLIC LIBRARY,Los Angeles,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Southern California Library Cooperative,1100 OXLEY ST.,SOUTH PASADENA,91030,3198,www.southpasadenaca.gov/library,"25,668","17,062","2,922",1,0,0,1,"7,586",204,33,7.68,10.2,5,"$1,557,628 ","$1,536,681 ","$2,000 ",$0 ,"$31,500 ",$0 ,$0 ,$0 ,"$31,500 ","$18,947 ","$1,583,927 ","$132,134 ","$57,900 ","$6,715 ","$53,906 ","$13,613 ","$64,615 ","$981,932 ","$352,228 ","$1,334,160 ","$24,442 ","$117,633 ","39,770","5,250","8,914","9,555",96,"23,325",21,"95,820","11,819","27,403","1,852","52,026",19,0,"8,577",59,18,422,"1,157","1,983",12,404,No,193,8,"89,853",CA0138,29
20-21,SOUTH SAN FRANCISCO PUBLIC LIBRARY,San Mateo,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Pacific Library Partnership,840 W. ORANGE AVE.,SOUTH SAN FRANCISCO,94080,3125,http://www.ssf.net/library,"67,135","31,512","8,777",1,2,0,3,"39,446","2,140",81,14.06,27.43,14.06,"$5,847,369 ","$5,238,305 ","$385,526 ","$36,615 ","$89,739,338 ",$0 ,$0 ,$0 ,"$89,739,338 ","$186,923 ","$5,240,903 ","$242,778 ","$105,013 ","$9,002 ","$78,937 ","$49,826 ","$114,015 ","$3,032,518 ","$1,604,526 ","$4,637,044 ","$17,733,038 ","$361,081 ","41,255","2,969","12,585","23,884",208,"56,926",30,"102,892","25,545","38,373","5,306","58,026","89,322","31,671",884,762,20,198,"6,117","9,746",406,"3,356",No,534,132,"140,989",CA0139,293
20-21,ST. HELENA PUBLIC LIBRARY,Napa,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",NorthNet Library System,1492 LIBRARY LANE,ST. HELENA,94574,1143,https://www.shpl.org/,"6,070","6,521",824,1,0,0,1,"9,983",728,13,2,4.4,2,"$1,129,011 ","$940,131 ","$7,389 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$181,491 ","$1,071,237 ","$103,735 ","$36,641 ","$1,570 ","$52,125 ","$13,399 ","$38,211 ","$492,087 ","$303,409 ","$795,496 ",$0 ,"$172,006 ","19,484","1,411","5,678","10,334",0,"130,876",22,"45,335","22,082","7,638","1,899","40,974","24,856","19,797","11,388",34,0,0,683,786,4,103,No,927,14,"45,072",CA0141,30
20-21,STANISLAUS COUNTY FREE LIBRARY,Stanislaus,County Library General Fund,County/Parish (exactly),Member of a Federation or Cooperative,County/Parish,49-99 Cooperative Library System,1500 I ST.,MODESTO,95354,1166,http://stanislauslibrary.org,"555,968","458,500","27,020",1,12,0,13,"205,498","8,388",130,21,91.6,18,"$15,507,208 ","$14,433,819 ","$275,615 ","$612,049 ","$200,000 ",$0 ,$0 ,$0 ,"$200,000 ","$185,725 ","$11,317,024 ","$609,031 ","$304,588 ","$5,807 ","$260,223 ","$38,413 ","$310,395 ","$4,509,862 ","$2,583,441 ","$7,093,303 ","$507,774 ","$3,614,690 ","249,639","31,675","15,064","36,575",280,"569,691",25,"550,098","416,237","21,460","8,553","243,601","6,735","3,816","26,000",190,0,0,"2,055","3,757",105,"1,702",Yes,"9,469",144,"1,348,301",CA0140,85
20-21,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY,San Joaquin,Municipal Library,County/Parish (most nearly),Member of a Federation or Cooperative,City/County,49-99 Cooperative Library System,605 N. EL DORADO ST.,STOCKTON,95202,1999,http://www.ssjcpl.org,"714,783","134,988","32,693",1,15,1,17,"120,679","21,318",131,24,51,24,"$14,300,164 ","$14,214,428 ","$34,470 ","$20,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$31,266 ","$12,733,162 ","$1,041,133 ","$547,034 ","$55,517 ","$412,042 ","$26,540 ","$602,551 ","$4,495,731 ","$2,455,192 ","$6,950,923 ",$0 ,"$4,741,106 ","245,863","39,132","22,798","36,016",667,"25,743",54,"528,293","23,519","6,738","4,497","153,072","5,157","9,336","43,122",300,26,522,"5,903","7,155",83,730,Yes,"5,630",230,"535,660",CA0142,191
20-21,SUNNYVALE PUBLIC LIBRARY,Santa Clara,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Pacific Library Partnership,665 W. OLIVE AVE.,SUNNYVALE,94086,7622,http://www.sunnyvalelibrary.org,"153,827","108,615","11,986",1,0,0,1,"39,807",484,72,16.38,24.72,16.38,"$9,994,684 ","$9,943,320 ","$8,653 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$42,711 ","$9,943,320 ","$778,512 ","$234,271 ","$12,266 ","$457,413 ","$74,562 ","$246,537 ","$3,079,414 ","$2,560,225 ","$5,639,639 ",$0 ,"$3,525,169 ","98,559","8,861","11,724","28,200",235,"718,478",54,"229,186","430,309","48,332","31,922","313,356","5,256","2,551","34,079",376,35,669,"4,939","9,400",154,"3,478",No,-1,55,"613,166",CA0143,163
20-21,SUTTER COUNTY LIBRARY,Sutter,County Library General Fund,County/Parish (exactly),Member of a Federation or Cooperative,County/Parish,NorthNet Library System,750 FORBES AVE.,YUBA CITY,95991,3891,http://www.co.sutter.ca.us/doc/government/depts/library/library,"101,289","44,070","9,749",1,2,0,3,-1,"3,000",15,1,11,1,"$1,524,140 ","$1,228,983 ","$91,429 ","$149,441 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$54,287 ","$1,525,140 ","$23,899 ","$17,792 ","$1,100 ","$4,007 ","$1,000 ","$18,892 ","$641,708 ","$462,484 ","$1,104,192 ","$1,149,990 ","$397,049 ","34,856","3,530",802,"3,793",40,"41,527",7,"95,854","8,775",0,33,"21,466","47,177","5,293",-1,960,486,732,"3,933","8,727",399,"4,062",Yes,0,43,"24,173",CA0144,75
20-21,TEHAMA COUNTY LIBRARY,Tehama,County Library General Fund,County/Parish (exactly),Member of a Federation or Cooperative,County/Parish,NorthNet Library System,545 DIAMOND AVE.,RED BLUFF,96080,4302,http://www.tehamacountylibrary.org,"65,354","15,265","3,190",1,2,0,3,-1,"2,440",14,4,8,2,"$749,854 ","$701,854 ","$22,000 ","$10,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$16,000 ","$553,667 ","$23,933 ","$9,683 ",$250 ,"$14,000 ",$0 ,"$9,933 ","$314,164 ","$215,570 ","$529,734 ",$0 ,$0 ,"5,989",0,"1,981","2,748",50,"12,273",5,"65,878","4,924","27,014",-1,"12,970",0,-1,"3,330",435,41,"1,063","4,863","6,966",104,0,Yes,"8,073",25,-1,CA0145,265
20-21,THOUSAND OAKS LIBRARY,Ventura,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Southern California Library Cooperative,1401 E. JANSS RD.,THOUSAND OAKS,91362,2134,http://www.tolibrary.org,"125,426","38,679","7,242",1,1,0,2,"21,710",230,89,15.75,38.75,15.75,"$8,288,152 ","$8,249,305 ",$0 ,$0 ,"$147,011 ",$0 ,$0 ,$0 ,"$147,011 ","$38,847 ","$7,210,240 ","$810,010 ","$250,574 ","$20,312 ","$499,231 ","$39,893 ","$270,886 ","$3,130,775 ","$1,940,044 ","$5,070,819 ","$147,011 ","$1,329,411 ","157,695","18,409","14,738","34,782",810,"24,701",69,"335,670","3,621","30,631","1,406","212,028",0,2,"10,817",338,76,663,"2,630","4,146",138,853,Yes,826,45,"848,438",CA0169,124
20-21,TORRANCE PUBLIC LIBRARY,Los Angeles,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Southern California Library Cooperative,3301 TORRANCE BLVD.,TORRANCE,90503,5059,http://www.Library.TorranceCA.gov,"144,832","93,211","15,281",1,5,0,6,"92,144","3,168",89,18,44.5,18,"$5,812,670 ","$5,768,535 ","$10,000 ","$4,785 ","$165,000 ",$0 ,$0 ,$0 ,"$165,000 ","$29,350 ","$5,812,670 ","$385,827 ","$129,573 ","$43,101 ","$212,439 ",$714 ,"$172,674 ","$1,624,286 ","$2,193,495 ","$3,817,781 ",$0 ,"$1,609,062 ","129,500","11,000","37,533","39,212",306,"88,459",18,"415,000","25,461",579,-1,"62,257",0,280,"9,350",120,10,491,"8,287","9,609",32,831,No,-1,73,"359,721",CA0146,78
20-21,TRINITY COUNTY FREE LIBRARY,Trinity,County Library General Fund,County/Parish (exactly),Member of a Federation or Cooperative,County/Parish,NorthNet Library System,351 MAIN ST.,WEAVERVILLE,96093,1226,http://library.trinitycounty.org,"13,535","6,679","1,182",1,2,0,3,"15,056","1,817",5,1,1.7,1,"$370,211 ","$351,711 ","$8,400 ","$7,700 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$2,400 ","$342,950 ","$18,575 ","$15,600 ",$275 ,"$2,700 ",$0 ,"$15,875 ","$143,095 ","$137,251 ","$280,346 ",$0 ,"$44,029 ","12,421","1,446","1,653","6,235",16,"29,416",5,"43,071","13,865",36,-1,"3,521",21,37,221,11,0,0,93,100,2,7,Yes,"1,037",15,"3,352",CA0147,9
20-21,TULARE COUNTY FREE LIBRARY,Tulare,County Library with Dedicated Tax,County/Parish (most nearly),Member of a Federation or Cooperative,County/Parish,San Joaquin Valley Library System,200 W. OAK AVE.,VISALIA,93291,4993,http://www.tularecountylibrary.org,"352,916","40,155","6,776",1,16,1,18,"14,215","4,252",52,11,36,10,"$5,875,476 ","$5,505,518 ","$144,957 ","$217,117 ",$0 ,$0 ,"$10,000 ",$0 ,"$10,000 ","$7,884 ","$4,835,969 ","$264,183 ","$174,192 ","$13,885 ","$26,999 ","$49,107 ","$188,077 ","$1,870,656 ","$855,803 ","$2,726,459 ","$172,454 ","$1,845,327 ","78,950","11,997","9,070","12,323",182,"13,944",86,"208,111","5,880",0,"2,108","62,808","66,368","53,708","19,389",315,21,87,"4,383","5,533",188,"1,063",Yes,"1,015",100,"520,669",CA0148,106
20-21,TULARE PUBLIC LIBRARY,Tulare,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",San Joaquin Valley Library System,475 NORTH M STREET,TULARE,93274,3857,http://www.tularepubliclibrary.org,"69,246","13,980","3,769",1,0,0,1,"15,929","1,396",13,4,6.75,2,"$1,601,720 ","$1,589,530 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$12,190 ","$1,523,981 ","$84,560 ","$58,910 ","$4,647 ","$21,003 ",$0 ,"$63,557 ","$525,140 ","$211,102 ","$736,242 ",$0 ,"$703,179 ","18,299","3,537","6,128","4,609",57,"21,264",51,"69,188","8,801",267,"1,216","14,947","37,205","18,864","5,460",28,0,0,98,282,22,184,Yes,"1,475",40,"34,853",CA0149,6
20-21,TUOLUMNE COUNTY LIBRARY,Tuolumne,County Library General Fund,County/Parish (exactly),Member of a Federation or Cooperative,County/Parish,49-99 Cooperative Library System,480 GREENLEY RD.,SONORA,95370,5956,http://www.tuolumnecounty.ca.gov/library,"53,465","30,899","8,835",1,3,1,5,"15,031","1,978",14,1,4.5,1,"$866,875 ","$786,121 ","$47,454 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$33,300 ","$786,120 ","$59,943 ","$32,407 ","$12,182 ","$11,354 ","$4,000 ","$44,589 ","$335,343 ","$252,086 ","$587,429 ",$0 ,"$138,748 ","22,549","3,251","2,598","5,723",183,"15,770",15,"69,187","8,064",0,228,"12,737","1,158",712,630,10,0,0,244,244,0,0,Yes,854,26,"10,171",CA0150,10
20-21,UPLAND PUBLIC LIBRARY,San Bernardino,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Inland Library System,450 N. EUCLID AVE,UPLAND,91786,4732,https://www.ci.upland.ca.us/library,"78,513","27,187","3,909",1,0,0,1,"32,689","1,924",11,1,8.35,1,"$1,114,112 ","$1,070,913 ","$41,199 ","$2,000 ","$147,000 ",$0 ,"$147,000 ",$0 ,"$294,000 ",$0 ,"$1,354,870 ","$117,762 ","$54,353 ",$300 ,"$46,778 ","$16,331 ","$54,653 ",$0 ,$0 ,$0 ,"$294,000 ","$1,237,108 ","33,958","5,208","1,392","4,157",1,"27,821",9,"75,662","10,331",240,"1,186","35,926","9,139","6,391","9,787",157,23,420,"7,528","8,106",14,158,Yes,"1,218",10,-1,CA0151,120
20-21,VENTURA COUNTY LIBRARY,Ventura,County Library with Dedicated Tax,County/Parish (most nearly),Member of a Federation or Cooperative,County/Parish,Southern California Library Cooperative,5600 EVERGLADES ST. SUITE A,VENTURA,93003,6591,http://www.vencolibrary.org,"244,274","140,627","16,690",0,13,1,14,"1,557","17,200",104,14,53.32,14,"$9,246,640 ","$8,476,000 ","$469,297 ",$0 ,"$450,000 ",$0 ,"$750,000 ",$0 ,"$1,200,000 ","$301,343 ","$9,432,193 ","$878,523 ","$592,702 ","$22,295 ","$202,651 ","$60,875 ","$614,997 ","$3,937,978 ","$2,252,259 ","$6,190,237 ","$154,000 ","$2,363,433 ","135,764","20,571","9,177","23,016",272,"93,564",37,"356,377","49,668","1,075","15,328","412,368",144,50,"26,687",887,105,348,"7,346","7,728",5,34,Yes,743,141,"1,243,357",CA0152,777
20-21,VICTORVILLE CITY LIBRARY,San Bernardino,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Inland Library System,15011 CIRCLE DRIVE,VICTORVILLE,92395,3914,https://www.victorvilleca.gov/library/,"127,170","41,300","3,450",1,0,0,1,292,48,10,1,9,1,"$849,221 ","$786,960 ","$13,000 ","$36,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$13,261 ","$741,756 ","$88,576 ","$44,176 ","$3,941 ","$40,459 ",$0 ,"$48,117 ","$453,201 ","$16,985 ","$470,186 ",$0 ,"$182,994 ","13,039","2,885","2,256","7,810",8,"491,648",12,"37,081","77,843","19,300","1,000",800,0,0,"4,000",104,12,540,"3,077","4,112",5,404,No,129,31,-1,CA0207,86
20-21,WATSONVILLE PUBLIC LIBRARY,Santa Cruz,Municipal Library,"Municipal Government (city, town or village) (most nearly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Pacific Library Partnership,"275 MAIN ST., SUITE 100",WATSONVILLE,95076,4695,http://www.watsonvillelibrary.org,"51,366","40,771","10,831",1,1,1,3,"26,814","1,344",35,10,15,10,"$3,253,320 ","$3,164,180 ","$58,220 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$30,920 ","$3,333,230 ","$167,640 ","$76,267 ","$9,716 ","$57,332 ","$24,325 ","$85,983 ","$1,739,806 ","$1,103,233 ","$2,843,039 ",$0 ,"$322,551 ","34,928","5,440","4,949","5,903",130,"3,003",40,"93,780","8,748",80,"7,802","103,252",307,899,"5,060",179,5,15,428,"1,119",26,676,Yes,728,62,"46,266",CA0153,148
20-21,WHITTIER PUBLIC LIBRARY,Los Angeles,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Southern California Library Cooperative,7344 S. WASHINGTON AVE.,WHITTIER,90602,1778,https://www.whittierlibrary.org/,"86,196","80,168","12,025",1,2,1,4,"4,265",517,74,11.5,16.64,11.5,"$4,320,810 ","$3,494,913 ",$0 ,"$35,000 ","$5,350,000 ","$2,400,000 ",$0 ,"$2,000,000 ","$9,750,000 ","$790,897 ","$3,494,913 ","$268,241 ","$66,314 ","$9,752 ","$176,963 ","$15,212 ","$76,066 ","$1,747,218 ","$832,770 ","$2,579,988 ","$2,874,586 ","$646,684 ","90,529","10,660","13,665","9,570",325,"6,081",28,"239,738","2,594","27,014",478,"61,198",10,13,"19,059",189,0,0,"1,316","22,197",117,"15,850",Yes,355,12,"279,633",CA0154,56
20-21,WILLOWS PUBLIC LIBRARY,Glenn,Municipal Library,"Municipal Government (city, town or village) (most nearly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",NorthNet Library System,201 N. LASSEN ST.,WILLOWS,95988,2794,http://www.cityofwillows.org,"13,693","12,542","3,023",1,2,0,3,"5,088","2,028",9,0.5,4,0.5,"$340,083 ","$286,027 ","$54,056 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$275,343 ","$6,931 ","$6,931 ",$0 ,$0 ,$0 ,"$6,931 ","$168,412 ","$46,537 ","$214,949 ",$0 ,"$53,463 ","10,761","3,009",821,"2,240",0,"41,696",1,"52,002","18,370",299,42,"3,787",21,13,-1,0,0,0,0,0,0,0,Yes,900,16,-1,CA0155,0
20-21,WOODLAND PUBLIC LIBRARY,Yolo,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",NorthNet Library System,250 FIRST ST.,WOODLAND,95695,3411,http://www.cityofwoodland.org/library,"60,978","36,777","6,344",1,0,0,1,"28,624","1,479",36,4,9.19,4,"$2,025,472 ","$1,942,938 ","$60,145 ","$20,879 ","$83,136 ",$0 ,$0 ,$0 ,"$83,136 ","$1,510 ","$2,025,472 ","$178,210 ","$97,791 ","$5,285 ","$56,452 ","$18,682 ","$103,076 ","$708,790 ","$479,917 ","$1,188,707 ","$83,186 ","$658,555 ","33,934","3,031","3,499","9,287",95,"22,738",20,"79,646","6,458",0,"4,148","27,082","41,455","18,459",-1,231,43,"1,040","7,461","8,831",30,330,No,874,8,"33,457",CA0156,158
20-21,YOLO COUNTY LIBRARY,Yolo,County Library with Dedicated Tax,County/Parish (most nearly),Member of a Federation or Cooperative,County/Parish,NorthNet Library System,226 BUCKEYE ST.,WOODLAND,95695,2600,https://yolocountylibrary.org/,"156,522","47,879","8,205",0,7,0,7,"17,272","1,369",74,14.06,23.36,14.06,"$9,337,230 ","$8,699,069 ","$104,038 ","$15,500 ","$750,000 ",$0 ,$0 ,"$2,316 ","$752,316 ","$518,623 ","$6,977,766 ","$497,498 ","$238,752 ","$11,203 ","$222,874 ","$24,669 ","$249,955 ","$2,393,705 ","$1,713,568 ","$4,107,273 ","$240,073 ","$2,372,995 ","119,631","24,284","16,323","30,955",5,"174,721",12,"287,385","6,288",47,"14,021","225,461","4,759","5,354","1,178",319,47,738,"2,013","4,453",127,"1,702",No,"1,177",51,"412,447",CA0157,145
20-21,YORBA LINDA PUBLIC LIBRARY,Orange,Municipal Library,"Municipal Government (city, town or village) (exactly)",Member of a Federation or Cooperative,"Municipal Government (city, town or village)",Santiago,4852 LAKEVIEW AVE.,YORBA LINDA,92886,3433,www.ylpl.org,"67,846","50,105","10,505",1,0,0,1,"83,346","1,297",59,9.75,30.79,8.75,"$5,736,293 ","$5,638,179 ","$6,239 ","$12,000 ","$6,982,238 ",$0 ,$0 ,$0 ,"$6,982,238 ","$79,875 ","$5,646,631 ","$456,433 ","$211,446 ","$14,049 ","$188,541 ","$42,397 ","$225,495 ","$1,767,079 ","$799,855 ","$2,566,934 ","$59,051 ","$2,623,264 ","46,673","5,069","8,152","9,986",42,"19,327",5,"95,126","5,963",716,"2,861","139,468",0,0,"5,294",24,7,190,349,"1,055",8,516,Yes,969,22,"144,080",CA0158,9
20-21,YUBA COUNTY LIBRARY,Yuba,County Library General Fund,County/Parish (exactly),Member of a Federation or Cooperative,County/Parish,NorthNet Library System,303 SECOND ST.,MARYSVILLE,95901,6011,http://library.yuba.org,"79,407","37,795","1,835",1,0,0,1,-1,"1,036",9,1,8,1,"$843,125 ","$791,769 ","$9,153 ","$1,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$41,203 ","$649,411 ","$51,895 ","$37,188 ",$0 ,"$12,891 ","$1,816 ","$37,188 ","$243,097 ","$92,684 ","$335,781 ",$0 ,"$261,735 ","14,501","1,477","2,339","5,126",0,"15,401",11,"56,979","6,258",148,47,"4,071",10,0,-1,147,0,0,"7,735","8,110",0,0,Yes,-1,24,-1,CA0159,145
